# X0 Y0 Z0 sigma0 atan step X Y Z sigma
269 -474 2017983 0 584208 9 268 -474 2602191 1
-471 -119 1315874 0 1646649 5 -475 -104 2962523 1
-144 -260 137928 1 2583996 2 -79 -296 -2446068 0
-302 46 -1026934 0 3104574 15 -302 47 2077640 1
-360 447 -681465 1 2111587 12 -360 446 -2793052 0
-472 42 -728856 1 665982 4 -474 12 -1394838 0
456 -458 949689 1 1603975 6 464 -451 -654286 0
-165 -81 -818120 0 1638510 11 -166 -80 820390 1
68 346 529839 0 1553907 7 70 346 2083746 1
-271 -452 -1099747 1 2231119 13 -270 -453 -3330866 0
-482 2 31450 1 2100661 0 -484 -480 -2069211 0
188 -489 -1046762 0 998546 14 187 -489 -48216 0
-169 368 -322813 0 2774543 13 -169 369 2451730 1
227 83 -484612 0 3460082 12 227 83 2975470 1
-164 167 -767478 1 2981482 3 -184 146 -3748960 0
167 325 1195393 1 2183129 6 162 327 -987736 0
-250 200 -1506641 1 2213342 12 -250 199 -3719983 0
-411 408 -1026224 0 1684587 5 -399 421 658363 1
509 -286 1380885 1 932292 8 511 -285 448593 1
355 431 1931471 0 31019 10 355 431 1962490 1
-151 182 -1199230 0 316306 2 -106 220 -882924 0
136 -409 706279 1 1190784 11 137 -409 -484505 0
-346 0 1995707 1 1098015 13 -346 -1 897692 1
-280 390 527682 0 2915565 6 -274 395 3443247 1
-300 -303 1717132 1 3972149 7 -297 -306 -2255017 0
-12 -425 466103 1 1617336 13 -11 -426 -1151233 0
-20 -100 -690631 1 3199603 9 -19 -101 -3890234 0
-274 -476 -1731401 0 2650085 8 -276 -474 918684 1
-213 105 1538323 1 3679931 10 -213 104 -2141608 0
-454 226 -1387501 1 1945042 3 -482 169 -3332543 0
455 -353 -514017 0 3148938 3 410 -409 2634921 1
180 34 2015699 1 2658652 8 180 34 -642953 0
-486 -319 -1237239 1 2711152 13 -485 -320 -3948391 0
504 211 292611 1 3975520 11 504 211 -3682909 0
-181 475 1859606 0 1942919 10 -181 476 3802525 1
-411 22 -1185296 1 428082 13 -411 21 -1613378 0
-248 10 86591 0 464020 10 -248 11 550611 1
-504 337 636920 1 3672736 14 -504 336 -3035816 0
239 -28 -839939 0 3691029 8 238 -28 2851090 1
74 116 433627 1 1518800 13 74 116 -1085173 0
432 434 667187 0 1793827 10 432 434 2461014 1
342 -303 1972731 1 1205537 3 380 -261 767194 1
290 -381 2042322 0 1800273 9 289 -381 3842595 1
0 -364 1802773 0 883403 11 -1 -364 2686176 1
-115 299 1997338 1 2712545 5 -124 295 -715207 0
323 -53 1105972 1 1012164 1 350 108 93808 1
196 425 262752 0 167955 2 302 376 430707 1
13 308 1133637 0 2985460 12 13 308 4119097 1
-12 -270 322620 1 3356225 1 123 -276 -3033605 0
-12 -503 329657 1 1032668 14 -11 -504 -703011 0
-341 447 235711 1 4078544 10 -341 446 -3842833 0
248 468 1539777 1 3186710 6 241 471 -1646933 0
-90 -132 534107 1 182393 9 -89 -133 351714 1
185 65 680335 0 2604486 11 185 65 3284821 1
-264 172 1488884 0 2667488 11 -264 173 4156372 1
258 -182 -1755743 0 2695747 2 212 -246 940004 1
309 462 -357065 1 2533276 3 252 500 -2890341 0
487 372 -1158366 0 113587 15 487 372 -1044779 0
-219 53 1828768 1 4028441 6 -219 49 -2199673 0
-404 335 -1182934 1 2083148 12 -404 334 -3266082 0
-266 -217 754884 1 1759952 2 -211 -284 -1005068 0
298 -481 889376 1 163481 14 299 -481 725895 1
-477 -65 -44321 0 3121676 2 -494 55 3077355 1
-409 -22 -152655 0 625761 15 -410 -21 473106 1
-269 253 590014 0 2507680 9 -269 254 3097694 1
-148 -407 -1713615 0 1056099 7 -152 -405 -657516 0
-347 221 269211 1 174042 5 -353 210 95169 1
-56 -155 1540160 1 1116822 0 99 -211 423338 1
-242 10 -490687 0 2881365 5 -242 18 2390678 1
-223 378 1371714 1 3815764 15 -223 377 -2444050 0
350 -160 -2036008 0 331188 14 349 -160 -1704820 0
-448 -30 -942615 1 685919 3 -444 -86 -1628534 0
-29 -39 -670066 1 1602414 8 -28 -40 -2272480 0
-439 -190 909414 1 1132917 5 -433 -204 -223503 0
-203 88 554513 1 2400030 15 -203 87 -1845517 0
223 -267 1401081 1 3449518 5 232 -261 -2048437 0
-350 41 -1540985 1 637830 9 -350 40 -2178815 0
-487 197 651898 0 3514610 1 -389 441 4166508 1
458 327 698892 1 3759584 15 458 327 -3060692 0
-100 224 589201 0 1656519 9 -100 225 2245720 1
154 266 166261 0 1079443 4 170 257 1245704 1
-280 127 484953 1 2117127 9 -280 126 -1632174 0
-76 217 -1170476 0 1221306 0 141 293 50830 1
-504 183 -607306 1 2147334 9 -504 182 -2754640 0
-63 136 -530549 0 452120 12 -63 137 -78429 0
-404 -387 1542936 0 683856 5 -417 -374 2226792 1
-487 92 485031 0 2862532 6 -486 100 3347563 1
472 -101 2045339 1 1962568 15 473 -101 82771 1
450 311 856813 1 2138022 10 450 311 -1281209 0
-508 49 618155 1 326178 5 -509 33 291977 1
-507 -334 -251898 0 3576506 11 -508 -333 3324608 1
-256 -14 166675 0 2002305 8 -257 -13 2168980 1
-168 388 -1285381 1 101337 1 -362 304 -1386718 0
294 241 -916489 0 4021498 15 294 241 3105009 1
437 505 349183 0 252862 6 444 499 602045 1
366 225 -78091 1 1717449 8 366 226 -1795540 0
332 -155 -1328758 0 3846581 8 331 -156 2517823 1
-425 -457 -1627872 0 1973674 14 -426 -456 345802 1
-302 39 -1164060 0 2930329 9 -302 40 1766269 1
470 502 -1891832 0 3313204 11 470 502 1421372 1
-314 72 -1367984 0 1232292 12 -314 73 -135692 0
-303 -301 -435219 0 457208 4 -322 -282 21989 1
24 -297 -943268 1 1566551 0 321 -273 -2509819 0
-404 412 2037730 1 1819223 7 -407 408 218507 1
224 -397 1769442 0 1490683 10 223 -397 3260125 1
-136 -193 -894600 1 2780866 3 -111 -210 -3675466 0
507 447 1600718 1 1344807 9 507 447 255911 1
-7 -296 -1790937 0 2678855 10 -8 -295 887918 1
-314 -152 -654802 1 2225045 10 -313 -153 -2879847 0
444 476 -585840 0 1749394 7 447 473 1163554 1
-236 -374 787432 1 3617067 10 -235 -375 -2829635 0
-374 116 -1946934 1 2008820 6 -375 110 -3955754 0
-257 -258 525780 1 3852326 15 -256 -259 -3326546 0
-369 37 -1335684 0 3657671 15 -369 38 2321987 1
-509 -51 1696497 1 433994 12 -508 -52 1262503 1
-267 -136 1200405 1 2805912 2 -233 -203 -1605507 0
-119 -364 -933819 1 3092006 0 245 -483 -4025825 0
-51 -330 176951 0 471943 0 -381 -279 648894 1
262 -287 -1762693 1 816261 5 271 -279 -2578954 0
-223 108 -995230 1 1430987 10 -223 107 -2426217 0
472 492 -1833613 0 3000405 12 472 492 1166792 1
121 261 661367 1 417842 5 113 264 243525 1
-499 -259 -1420474 1 2102950 11 -498 -260 -3523424 0
-237 -2 -1414963 1 750557 0 -235 -239 -2165520 0
488 468 328854 1 353522 6 481 475 -24668 0
437 -368 -1151535 0 3400516 14 436 -368 2248981 1
419 -121 -1551543 1 818924 6 421 -115 -2370467 0
355 85 509133 1 1578438 11 355 85 -1069305 0
-62 -260 -360470 1 1120078 14 -61 -261 -1480548 0
121 221 -1362473 1 478089 5 115 224 -1840562 0
-362 -238 -434336 1 1029272 15 -361 -239 -1463608 0
152 486 672625 0 741893 14 152 486 1414518 1
389 -92 987887 1 1743409 0 481 297 -755522 0
-473 -79 -250804 1 1850538 14 -472 -80 -2101342 0
169 -468 -690054 1 316238 10 170 -468 -1006292 0
7 -115 366173 0 3152323 2 -22 -116 3518496 1
297 101 -451127 0 3533927 0 398 -196 3082800 1
-31 256 1879163 1 3046184 12 -31 255 -1167021 0
-334 -135 798608 1 1781458 6 -331 -141 -982850 0
447 231 262312 1 3638160 15 447 231 -3375848 0
417 -362 1156096 0 1935402 12 416 -362 3091498 1
332 -272 -706263 0 2746432 3 298 -313 2040169 1
511 498 -1013299 1 2332117 13 511 498 -3345416 0
205 95 -1432649 0 3301661 12 205 95 1869012 1
428 368 1090644 1 2690438 10 428 368 -1599794 0
52 229 -1874460 0 2294718 9 52 229 420258 1
300 -314 417640 0 19188 1 143 -464 436828 1
-500 -4 1845982 0 1858304 10 -501 -3 3704286 1
448 -505 1217498 0 1648083 13 447 -505 2865581 1
395 439 712627 0 1910915 4 422 415 2623542 1
-123 241 393538 1 278793 12 -123 240 114745 1
-91 387 -676228 1 311213 5 -103 384 -987441 0
427 -248 2051264 0 685076 2 365 -354 2736340 1
-493 -116 -1655960 0 3661254 14 -494 -115 2005294 1
-42 -263 1899434 1 2531811 4 -25 -266 -632377 0
-273 -242 -1994245 1 2128809 15 -272 -243 -4123054 0
-322 -342 713147 0 255174 2 -408 -261 968321 1
-128 -86 -1723905 1 260517 3 -117 -102 -1984422 0
-470 -102 1630197 0 1353355 10 -471 -101 2983552 1
-158 439 -1048378 0 1126861 11 -158 440 78483 1
304 333 -1510798 0 2402216 7 306 331 891418 1
-367 -50 981247 1 2950631 8 -366 -52 -1969384 0
172 -313 -1557403 1 255847 10 173 -313 -1813250 0
361 240 1110729 1 1929270 2 301 330 -818541 0
280 -98 -1140563 0 825936 6 278 -102 -314627 0
136 -407 1729059 1 3987304 1 340 -339 -2258245 0
380 97 -1607415 0 2235331 8 380 96 627916 1
-441 447 1482292 0 2649909 5 -428 461 4132201 1
-462 -245 -242183 0 354863 6 -466 -237 112680 1
-151 -270 641740 0 1880849 11 -152 -269 2522589 1
187 19 1125648 0 1774996 1 196 -74 2900644 1
53 -179 -840535 0 2734161 4 41 -182 1893626 1
-5 416 -580485 0 2404685 4 21 417 1824200 1
-503 -362 -672053 0 1580318 11 -504 -361 908265 1
-19 30 -1155457 0 87019 10 -19 31 -1068438 0
403 -306 -898406 1 1746622 2 480 -206 -2645028 0
214 -271 -1168086 0 1636465 0 -57 -485 468379 1
87 -153 -1813418 1 1744640 6 90 -152 -3558058 0
-335 497 -1278521 1 2762522 4 -366 476 -4041043 0
49 57 658515 0 1950633 13 49 57 2609148 1
-238 152 -1678563 0 3027845 12 -238 153 1349282 1
-443 356 -290072 1 2005593 5 -454 342 -2295665 0
353 -317 413847 1 2662714 13 354 -317 -2248867 0
-511 470 -1918716 0 2799967 15 -511 471 881251 1
-373 -365 -189398 0 3767466 13 -374 -364 3578068 1
-224 -273 -1300294 1 1611354 10 -223 -274 -2911648 0
-41 -411 1037221 1 1714372 8 -39 -412 -677151 0
30 -81 -748199 1 1126618 3 41 -78 -1874817 0
90 252 -811719 0 1903252 15 90 252 1091533 1
248 -106 1860895 0 2317735 8 247 -106 4178630 1
-260 -63 993602 1 1119416 5 -258 -72 -125814 0
-259 -90 -1042428 0 2251005 6 -261 -85 1208577 1
426 -496 102372 0 3523219 12 425 -496 3625591 1
235 -433 565871 0 3584960 13 234 -433 4150831 1
-463 354 -610121 1 1707095 7 -465 350 -2317216 0
-106 -419 -356984 0 2787160 8 -108 -418 2430176 1
-17 250 317072 1 2668568 10 -17 249 -2351496 0
114 71 -1628899 1 656 11 114 71 -1629555 0
-294 -63 -724436 1 2141826 7 -293 -66 -2866262 0
135 215 334573 0 3385665 11 135 215 3720238 1
-290 96 1851595 1 338000 4 -296 77 1513595 1
98 -447 896408 1 118691 2 210 -423 777717 1
-483 -454 -1111180 0 2482699 10 -484 -453 1371519 1
-386 65 1539645 1 3491737 14 -386 64 -1952092 0
-197 489 1911092 1 497753 3 -258 464 1413339 1
-112 8 178932 1 4064775 14 -112 7 -3885843 0
327 70 2083493 1 2667110 8 327 71 -583617 0
492 108 -742938 1 3236211 12 492 108 -3979149 0
-496 334 587520 0 182875 2 -413 458 770395 1
312 -330 1841121 1 3886920 4 333 -311 -2045799 0
124 -436 -1607056 0 3541635 14 123 -436 1934579 1
-135 -148 1275886 1 1701116 5 -130 -153 -425230 0
-455 -477 205967 0 3460817 14 -456 -476 3666784 1
45 -162 -1891075 1 1813370 6 48 -162 -3704445 0
160 -396 -65514 0 2282481 5 147 -401 2216967 1
-310 -62 167766 0 1423382 7 -311 -59 1591148 1
387 363 -1164384 1 2334683 3 342 411 -3499067 0
11 414 103075 1 2570020 8 10 414 -2466945 0
237 -488 -1707060 1 2472272 4 268 -474 -4179332 0
386 50 -1778505 0 1958658 8 386 49 180153 1
-444 446 1742338 0 2107246 4 -417 474 3849584 1
339 -182 121550 1 3143530 11 340 -182 -3021980 0
-149 171 1843137 0 394592 3 -128 190 2237729 1
501 -315 579728 1 636534 7 504 -312 -56806 0
-501 0 -1325848 1 2360101 10 -501 -1 -3685949 0
403 3 218643 0 3121043 11 403 3 3339686 1
463 176 -1069109 0 2126976 10 463 176 1057867 1
426 433 1341896 0 1803089 12 426 433 3144985 1
-257 -336 -1142635 1 84030 7 -254 -339 -1226665 0
156 -145 -1008515 0 984977 0 11 -301 -23538 0
-319 316 -432297 1 1679124 13 -319 315 -2111421 0
114 312 403646 0 489912 8 115 312 893558 1
-37 -387 -892092 0 1765824 0 -424 -350 873732 1
-193 26 2076920 0 487269 7 -193 28 2564189 1
-257 149 1994020 1 424462 9 -257 148 1569558 1
179 -368 -1819775 0 2162237 13 178 -368 342462 1
-331 88 589673 0 1963069 0 -243 419 2552742 1
224 -428 -923989 0 2732285 3 170 -456 1808296 1
-215 -91 -1375410 0 429662 13 -216 -90 -945748 0
-264 -331 436486 1 3045490 3 -222 -364 -2609004 0
-205 -3 729634 0 3357049 13 -206 -2 4086683 1
189 -502 -372471 0 3239566 9 188 -502 2867095 1
-351 -128 -685572 0 1138747 11 -352 -127 453175 1
-34 316 -1503007 0 1242660 7 -32 317 -260347 0
94 -62 1691225 1 544643 7 95 -62 1146582 1
414 -118 -420955 0 885533 8 413 -119 464578 1
-468 195 1978940 1 443751 7 -469 191 1535189 1
-428 252 1727617 1 3599162 11 -428 251 -1871545 0
383 -280 175915 0 494420 7 380 -282 670335 1
-168 -194 1948146 1 1121210 12 -167 -195 826936 1
-291 487 1587282 0 1317542 7 -288 490 2904824 1
-64 -27 -1069070 1 441852 9 -63 -28 -1510922 0
170 391 922185 0 1817447 15 170 391 2739632 1
312 327 -860144 1 71792 2 231 405 -931936 0
7 77 -318458 1 1902724 0 -70 84 -2221182 0
158 478 1721194 0 284478 6 165 476 2005672 1
146 -178 -884105 1 3019124 3 169 -160 -3903229 0
-263 408 1437134 0 1017977 3 -212 441 2455111 1
303 -72 959086 1 1078858 7 304 -70 -119772 0
-109 444 1476466 0 907629 11 -109 445 2384095 1
-250 212 521430 1 264332 8 -250 211 257098 1
40 153 2077923 1 1056761 7 39 153 1021162 1
-398 490 1272369 0 1223867 10 -398 491 2496236 1
-47 -307 -463597 0 3821404 11 -48 -306 3357807 1
495 51 653101 0 2757732 7 495 48 3410833 1
420 -301 377147 0 1278643 2 344 -406 1655790 1
-309 -239 1168527 0 1962161 8 -310 -237 3130688 1
-395 358 -870514 1 607537 2 -484 259 -1478051 0
-253 -422 -1122570 0 2245884 10 -254 -421 1123314 1
-222 -278 901934 1 974527 15 -221 -279 -72593 0
-396 68 -1786835 0 457630 9 -396 69 -1329205 0
-42 364 -1586323 0 172655 4 -20 367 -1413668 0
346 -20 -71751 0 1645390 9 345 -20 1573639 1
18 -255 54668 0 1048979 15 17 -255 1103647 1
-72 364 -2008371 0 1985225 15 -72 365 -23146 0
211 -122 311686 0 789396 9 210 -122 1101082 1
26 112 -1432859 0 731121 12 26 112 -701738 0
-99 479 -223296 0 2872812 11 -99 480 2649516 1
295 34 421134 0 880168 9 295 34 1301302 1
-395 209 -1380441 0 2816356 10 -395 210 1435915 1
100 -260 -546844 0 4056427 12 99 -260 3509583 1
-310 217 1983625 1 429161 7 -311 214 1554464 1
13 270 -1665804 1 1485668 14 13 270 -3151472 0
380 123 -1894738 0 3331187 5 383 112 1436449 1
360 -240 -760357 0 1317838 14 359 -240 557481 1
-175 -460 -1806618 1 1847260 3 -117 -482 -3653878 0
163 -203 -1848837 1 1848633 11 164 -203 -3697470 0
206 174 1435121 0 756569 7 207 173 2191690 1
73 -67 590862 1 710480 0 140 6 -119618 0
-396 -298 -981480 0 2670005 5 -406 -285 1688525 1
-433 210 -1541940 1 1991415 13 -433 209 -3533355 0
340 391 -329174 1 3604598 12 340 391 -3933772 0
-380 107 -2002182 0 3036013 14 -380 108 1033831 1
164 -412 2009401 1 1056206 3 216 -392 953195 1
-128 19 -580000 0 2507422 3 -126 35 1927422 1
-111 303 1090606 1 2463168 8 -112 302 -1372562 0
424 67 -1136805 1 1412960 6 423 73 -2549765 0
70 255 -37895 0 2843885 1 197 220 2805990 1
172 343 779420 0 1960652 7 174 342 2740072 1
-261 -261 -720246 0 1339401 12 -262 -260 619155 1
403 -395 1264615 1 3363173 9 404 -395 -2098558 0
-24 -346 -1976461 1 1633133 7 -21 -347 -3609594 0
193 -107 608260 1 1298976 7 194 -106 -690716 0
-276 -184 -447673 0 291847 3 -299 -149 -155826 0
276 458 240723 0 477211 4 304 441 717934 1
-345 452 633207 1 3485741 8 -346 450 -2852534 0
-168 -315 387047 1 3957217 11 -167 -316 -3570170 0
-43 122 1560350 0 1750988 15 -43 123 3311338 1
-181 -330 -1330610 1 845819 0 149 -511 -2176429 0
150 113 71079 0 2016166 0 263 -37 2087245 1
-158 -290 672827 1 1427751 7 -155 -292 -754924 0
139 -225 1748916 1 3491982 10 140 -225 -1743066 0
362 -117 -1716672 1 1191996 7 363 -115 -2908668 0
-43 338 1825734 0 1185974 14 -43 339 3011708 1
88 -363 -639803 0 4034508 4 65 -368 3394705 1
32 -269 180382 0 2245882 4 15 -271 2426264 1
175 -244 -138455 0 1787313 15 174 -244 1648858 1
-45 136 638466 0 2762096 7 -44 137 3400562 1
-424 96 64909 0 1137379 13 -424 97 1202288 1
-284 -426 1025657 1 926436 6 -277 -431 99221 1
35 -62 -1307961 0 3241554 2 19 -70 1933593 1
19 132 -495392 1 461441 2 -14 136 -956833 0
66 -387 1550592 1 3772839 0 453 -321 -2222247 0
399 445 1033638 1 418453 8 398 446 615185 1
214 429 876307 1 2229323 15 214 429 -1353016 0
-69 -509 -763023 1 646345 5 -53 -512 -1409368 0
253 -187 1361406 1 1301826 8 254 -187 59580 1
-75 299 -1134826 1 1300996 10 -75 298 -2435822 0
105 374 1538676 0 1994055 14 105 374 3532731 1
474 -376 -688189 1 3198141 5 486 -362 -3886330 0
-228 -10 2076872 1 1029259 6 -227 -14 1047613 1
121 293 -321049 0 2291730 4 139 286 1970681 1
-320 -35 47423 0 3017793 8 -321 -33 3065216 1
203 249 672810 1 964415 7 202 250 -291605 0
126 251 1688492 0 275147 13 126 251 1963639 1
118 -367 -918769 0 2138981 12 117 -367 1220212 1
221 276 -1840673 0 674011 0 497 55 -1166662 0
-372 -269 1222277 0 135952 10 -373 -268 1358229 1
115 327 -1012592 1 2539141 5 105 330 -3551733 0
-213 53 -335200 0 2101479 2 -200 107 1766279 1
243 -311 175610 0 3113347 4 223 -326 3288957 1
-163 -345 -1133009 1 2019098 4 -141 -356 -3152107 0
401 28 -344196 1 521180 1 387 228 -865376 0
395 306 2044760 1 2102533 7 393 309 -57773 0
-120 -272 -830839 1 2794342 5 -111 -276 -3625181 0
-136 -410 -1447996 0 359971 7 -140 -408 -1088025 0
29 -243 -1558012 0 1950719 3 -2 -246 392707 1
175 -465 -1989692 0 3402267 14 174 -465 1412575 1
-132 -156 -544038 0 1685317 8 -133 -155 1141279 1
343 -139 5764 0 240233 2 308 -224 245997 1
-430 -237 442201 0 3283058 6 -434 -230 3725259 1
37 -241 -1410120 1 956727 13 38 -241 -2366847 0
492 -186 -177067 1 3910103 12 493 -186 -4087170 0
-334 337 296889 1 2601131 11 -334 336 -2304242 0
-364 -142 -281371 1 1822182 9 -363 -143 -2103553 0
-28 -345 715089 1 457195 4 -6 -347 257894 1
-32 -475 -949532 0 3453299 8 -34 -474 2503767 1
48 -61 -111074 0 3279887 14 47 -61 3168813 1
438 446 -254994 0 1193530 4 465 419 938536 1
232 411 -1266813 0 1262681 15 232 411 -4132 0
-47 450 576703 0 3045760 8 -46 451 3622463 1
-424 -197 310800 0 91575 4 -437 -170 402375 1
459 -434 301751 1 2822644 13 460 -434 -2520893 0
435 -301 659389 1 1261690 4 454 -274 -602301 0
-420 -423 -530471 1 3635544 15 -419 -424 -4166015 0
-107 184 -1248248 0 3662125 9 -107 185 2413877 1
248 118 -1920682 1 2091876 10 248 118 -4012558 0
-497 -339 669102 1 2550570 12 -496 -340 -1881468 0
169 -429 -1829232 0 3017311 4 142 -439 1188079 1
416 -413 295101 1 940646 10 417 -413 -645545 0
46 278 1389328 1 3576570 10 46 278 -2187242 0
374 190 -1470952 0 507855 13 374 190 -963097 0
472 284 362911 0 1897290 9 472 284 2260201 1
-300 193 -1156320 1 2353625 14 -300 192 -3509945 0
-347 -227 -532953 0 3903056 5 -355 -216 3370103 1
295 -240 -538145 1 89667 9 296 -240 -627812 0
-462 1 1464258 1 736861 8 -462 -1 727397 1
421 -279 -1325979 0 166446 9 420 -279 -1159533 0
-454 -276 -189286 1 499877 4 -436 -305 -689163 0
70 404 380547 1 3059602 4 45 408 -2679055 0
-42 290 494755 1 3489375 10 -42 289 -2994620 0
-117 324 1582881 1 3938067 0 -441 207 -2355186 0
28 -106 -1119172 1 1325841 9 29 -106 -2445013 0
318 316 -1292202 0 3630817 1 476 157 2338615 1
-274 481 -883145 0 1283087 15 -274 482 399942 1
-407 465 -1652107 1 1541143 9 -407 464 -3193250 0
368 -67 974123 1 2873917 4 373 -44 -1899794 0
-505 160 -1886531 1 707452 8 -505 158 -2593983 0
4 301 -43341 0 1629236 2 79 300 1585895 1
-115 334 904066 0 2629696 14 -115 335 3533762 1
-9 341 -475525 0 2436120 8 -8 342 1960595 1
-207 2 -1420617 0 1453359 1 -206 106 32742 1
394 471 -1659625 0 2520763 14 394 471 861138 1
131 -275 446805 1 3462615 9 132 -275 -3015810 0
211 -163 1220693 0 1779649 6 208 -166 3000342 1
371 -186 858748 0 1337647 4 359 -209 2196395 1
164 -245 665619 0 1268059 14 163 -245 1933678 1
378 315 1579813 1 3005008 2 300 409 -1425195 0
-423 481 -1568633 1 849803 5 -438 467 -2418436 0
-150 -411 -422222 0 641334 3 -202 -392 219112 1
2 241 435299 0 1315229 15 2 241 1750528 1
-320 149 -464731 0 1391892 15 -320 150 927161 1
-72 224 -1204753 0 2616108 14 -72 225 1411355 1
-170 90 273534 1 3415195 1 -215 5 -3141661 0
-67 -317 961429 0 1118326 11 -68 -316 2079755 1
365 -169 501408 0 3602107 10 364 -169 4103515 1
-103 460 -837593 0 136989 15 -103 461 -700604 0
153 -49 1639320 1 45668 9 154 -49 1593652 1
371 -107 1276501 1 3812964 15 372 -107 -2536463 0
3 -262 1484795 0 1908308 10 2 -262 3393103 1
-228 -478 -1386834 1 2222312 3 -168 -507 -3609146 0
492 351 -89949 1 2416614 12 492 351 -2506563 0
-179 160 -674961 0 1379735 2 -139 205 704774 1
248 463 2066790 1 2391437 14 248 463 -324647 0
-409 -317 -549336 0 3430684 14 -410 -316 2881348 1
143 -108 865938 0 3258104 9 142 -108 4124042 1
-399 316 -1162116 0 1908909 3 -360 366 746793 1
-495 -201 424967 0 2117327 14 -496 -200 2542294 1
66 403 -1181876 1 1001115 4 41 407 -2182991 0
102 -164 -384327 1 2404233 5 108 -161 -2788560 0
-16 -364 1748906 0 2445014 14 -17 -363 4193920 1
208 -71 403326 1 2886658 7 209 -70 -2483332 0
-45 -30 133885 1 3782334 3 -41 -36 -3648449 0
297 251 -1191634 0 3254960 13 297 251 2063326 1
454 -9 -1358227 0 769699 7 453 -12 -588528 0
-133 290 62403 0 3177551 14 -133 291 3239954 1
-133 -26 353940 0 673128 10 -134 -25 1027068 1
-398 -187 -477769 0 1961007 10 -399 -186 1483238 1
389 501 1346671 1 1258630 9 389 501 88041 1
318 -220 1159791 0 446107 3 290 -259 1605898 1
499 338 -617430 0 815514 8 500 337 198084 1
207 435 -1999927 0 1790222 12 207 435 -209705 0
-230 -213 1937543 1 3115751 0 -17 -443 -1178208 0
-171 475 1714145 1 3838861 10 -171 474 -2124716 0
386 287 585672 0 3060474 10 386 287 3646146 1
-265 -13 -1114979 0 1139764 0 -278 252 24785 1
469 -314 -893980 1 1061286 6 474 -307 -1955266 0
175 -149 1114737 1 3990559 15 176 -149 -2875822 0
-33 348 478954 1 747055 6 -38 347 -268101 0
405 199 425582 1 2768815 12 405 199 -2343233 0
-70 470 1347674 1 738826 11 -70 469 608848 1
73 -217 -1712301 0 3318521 11 72 -217 1606220 1
-196 -444 1028430 1 473226 10 -195 -445 555204 1
-342 320 819890 1 2194655 10 -342 319 -1374765 0
187 405 -1061412 1 1270992 5 175 410 -2332404 0
472 507 10658 0 3014200 12 472 507 3024858 1
-65 499 -249273 1 239350 1 -314 466 -488623 0
474 -478 -1164131 1 675102 13 475 -478 -1839233 0
358 -360 1808567 1 2343072 6 364 -355 -534505 0
331 -464 -1029275 0 3612876 10 330 -464 2583601 1
239 476 -971477 0 3705068 8 240 476 2733591 1
